Price,Details
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 46,000,000 
Sponsored
","
3 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,000,000/year 
Sponsored
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 160,000,000 
Sponsored
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,000,000/year 
Sponsored
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 3,000,000,000 
Sponsored
","
10 beds
10 baths
10 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,000,000/year 
Sponsored
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 630,000,000 
Sponsored
","
0 beds
0 baths
0 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,000,000/year 
Sponsored
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 240,000,000 
Sponsored
","
5 beds
6 baths
6 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,000,000/year 
Sponsored
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 700,000,000 
Sponsored
","
6 beds
6 baths
7 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,500,000/year 
Sponsored
","
4 beds
5 baths
6 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 18,500,000 
Sponsored
","
0 beds
0 baths
0 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,500,000/year 
Sponsored
","
4 beds
5 baths
6 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 $ 1,500,000 
Sponsored
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,000,000/year 
Sponsored
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 46,000,000 
Sponsored
","
3 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,000,000/year 
Sponsored
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 60,000,000 
Sponsored
","
0 beds
0 baths
0 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,500,000/year 
Sponsored
","
4 beds
5 baths
6 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 70,000/day 
Sponsored
","
2 beds
2 baths
2 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,000,000/year 
Sponsored
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 40,000,000 
Sponsored
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,000,000/year 
Sponsored
","
4 beds
5 baths
6 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 270,000,000 
Sponsored
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,000,000/year 
Sponsored
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 $ 750,000 
Sponsored
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 8,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
No display data,No display data
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,500,000/year 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 9,000,000/year 
Premium Gold
","
4 beds
4 baths
4 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 4,500,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 4,000,000/year 
Sponsored
","
4 beds
5 baths
6 Toilets
"
"
 ₦ 5,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 7,500,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 7,000,000 
Premium Gold
","
5 beds
5 baths
6 Toilets
"
"
 ₦ 2,700,000 
Premium Gold
","
2 beds
2 baths
3 Toilets
"
"
 ₦ 8,000,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 5,200,000 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
"
 ₦ 6,000,000/year 
Premium Gold
","
4 beds
4 baths
5 Toilets
"
